id,player_id,round_id,team_id,multiplier,is_assigned,created_at,oracle_pick
13e39c16-7714-4062-ba07-f52043c35c66,03d17e40-bb16-4728-9043-ceb05e62c9e9,6aa7c75c-0fc8-46f0-8219-84f969510a0e,f2c7a0c3-9a4c-4e3f-92a3-39abff0ce8e2,2,false,2026-07-14 06:32:13.621458+00,false
14efa54b-c629-4e54-96be-fe776a992502,8050b663-c1ef-4a14-86bd-3ea225435c17,c22e6746-73c1-4060-9194-eb35359c955e,ee8ecff9-d0b1-4aa8-ab21-da08a6c9229a,3,false,2026-06-17 06:04:20.470644+00,false
15e49401-a3b9-4021-b993-00a02c96b5ea,5d4ce78f-67ee-4a61-afab-c44ffc6afe91,27ce4fc5-3de9-4cf0-bfc5-5fa0addb7081,fcc03c57-8857-4986-98b0-0e30fb42ab2a,2,false,2026-07-04 12:03:15.222429+00,false
1668026a-ecbf-4789-8a20-b3ae5bcc7519,1cc4459a-e518-4a28-b323-7cbb9d07994a,c22e6746-73c1-4060-9194-eb35359c955e,d6209663-7a5c-4736-b346-cde299b554b2,3,false,2026-06-17 11:53:02.039188+00,false
1687a5d0-0a74-48c0-aee1-586c47daebc5,d8cc0ff6-c084-4134-8931-bf514fa05f23,c22e6746-73c1-4060-9194-eb35359c955e,cba2c884-3603-4b90-976e-49389b04f562,3,false,2026-06-15 20:30:51.690038+00,false
16f84c2b-a182-4041-a31d-7590e0745b7c,ed3a6f56-12b3-4f1a-ab83-4744531df4f1,5b9456a0-db45-445f-87a0-58737bb89313,4976e7fd-9b45-4cc7-b741-fe801fcee2d0,2,false,2026-06-24 17:33:07.867375+00,false
170f69e3-16b4-48a3-84fe-a0b3fd1a6f58,3d58a7df-9922-413e-b42a-c2f162fb834c,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,52f066d8-0a7a-42c5-8a6b-103ec4ba2c91,3,false,2026-06-05 17:22:21.514743+00,false
17dbaad8-1db1-4052-bf0e-3498c395b2d2,6df76041-17a2-4c81-b653-82bb7124ee3f,5f39c536-340b-4981-b59a-4a9d7aff9e1e,cffa413c-8c76-45a6-843e-87c34e78e45a,2,false,2026-06-28 11:42:06.661123+00,false
1a1b5c8d-1379-4cd2-91eb-5c61b6cc6510,ce064aab-7c13-4db9-89b3-7eb444cc158b,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,20e98c7a-4548-44f8-964d-7aba42ae7624,2,false,2026-06-07 12:46:27.058011+00,false
1bfbf1a9-2362-4d03-8813-34c9984a7fc0,5d4ce78f-67ee-4a61-afab-c44ffc6afe91,6aa7c75c-0fc8-46f0-8219-84f969510a0e,f2c7a0c3-9a4c-4e3f-92a3-39abff0ce8e2,2,false,2026-07-13 17:40:42.653507+00,false
1ee91f43-f35f-409e-8db8-7b5e6bdc67f8,ed3a6f56-12b3-4f1a-ab83-4744531df4f1,c22e6746-73c1-4060-9194-eb35359c955e,d6209663-7a5c-4736-b346-cde299b554b2,2,false,2026-06-18 06:58:32.610758+00,false
21f0fc91-5621-478b-b7cb-3bf80b2acdea,03d17e40-bb16-4728-9043-ceb05e62c9e9,5b9456a0-db45-445f-87a0-58737bb89313,cffa413c-8c76-45a6-843e-87c34e78e45a,3,false,2026-06-23 12:17:46.551885+00,false
23dde6b6-0d42-4f98-98c2-6829c91fa855,31780afe-855c-4c9d-9cf6-56e3570c00c4,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,20e98c7a-4548-44f8-964d-7aba42ae7624,3,false,2026-06-10 16:58:20.238314+00,false
24d317f4-e7a3-40d9-8a2b-c8a9e6214959,3422f6a8-d289-4ce8-8135-b547ff0f9606,5b9456a0-db45-445f-87a0-58737bb89313,4976e7fd-9b45-4cc7-b741-fe801fcee2d0,2,false,2026-06-22 18:40:05.190423+00,false
28a7347c-5309-4ddc-87c2-171a38efa8e5,36e379ae-18cb-488c-a9ef-34e99c796cfe,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,acfbd82a-7005-41b9-9613-606ceefc857e,3,false,2026-06-09 22:46:19.165509+00,false
29d0629f-44a9-49a8-a0b0-d9fee87355ae,8050b663-c1ef-4a14-86bd-3ea225435c17,c22e6746-73c1-4060-9194-eb35359c955e,cd984ce3-2f2c-41d5-a7ba-137060caf8ae,2,false,2026-06-17 06:04:20.470644+00,false
2b9bd34c-43c1-4ef1-b9d8-ad662c55efce,fa6409a1-23bb-4d8f-a6a3-a724774868cb,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,acfbd82a-7005-41b9-9613-606ceefc857e,2,false,2026-06-10 12:28:53.451545+00,false
2ccab4b4-3b72-4d40-9088-da8567b3c8da,36e379ae-18cb-488c-a9ef-34e99c796cfe,c22e6746-73c1-4060-9194-eb35359c955e,ddd77a2f-eb9f-4a20-8ae4-e1ca55c21893,3,false,2026-06-18 08:34:15.510325+00,false
2edf3ae8-fee1-4404-981d-44e62e53dba4,fea5b705-eab8-4ba4-b0f2-739b370efd98,c22e6746-73c1-4060-9194-eb35359c955e,d6209663-7a5c-4736-b346-cde299b554b2,2,false,2026-06-18 10:28:54.832197+00,false
2f41ac59-eceb-4d73-b4f9-45c4772bbd80,1c570e30-214d-4723-96d3-0669c937f5a4,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,52eaa3b4-081b-4393-b291-d69c644c612e,2,false,2026-06-10 10:54:58.100843+00,false
326b80fe-af3a-4047-89ff-de1364d09cc4,b94d44f2-7ae2-41f4-a105-e12b6ec3a572,5b9456a0-db45-445f-87a0-58737bb89313,54ef8b7c-5afd-4a48-a3b9-d6701dd757f9,2,false,2026-06-23 17:30:34.649233+00,true
3292dbeb-749f-49f7-9e6f-0b8cc376b059,195dcc37-e60e-4608-a0dc-c12766e96259,5b9456a0-db45-445f-87a0-58737bb89313,20160ec3-c507-4fb3-b19d-89cb66c59a98,3,false,2026-06-22 13:50:43.355503+00,false
338be2cc-b9b7-494f-8e63-5f83a5b21eec,5e429458-4e6f-4df7-88bd-43977c8f74b1,c22e6746-73c1-4060-9194-eb35359c955e,4f0f3776-f99f-4c06-9eb4-0acd2825d8c2,2,false,2026-06-17 18:50:20.45+00,false
33abd365-0f43-4c90-a357-163607e75f94,5d4ce78f-67ee-4a61-afab-c44ffc6afe91,aa9754bd-50eb-4785-8698-e56c6d3cb661,6ea9375b-d599-463f-96e6-c87d9209e9b2,2,false,2026-07-07 10:40:09.645007+00,false
34901be0-8283-4da8-a135-c8242bd4e44a,71391ec7-5614-4690-8008-e2e16163570b,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,e176dd2c-4446-4811-b4cc-fc28e9c2ab25,3,false,2026-06-09 20:03:57.523594+00,false
352dc734-6f9a-4cf0-bf2f-5f61015ede1c,5d4ce78f-67ee-4a61-afab-c44ffc6afe91,5f39c536-340b-4981-b59a-4a9d7aff9e1e,6527ec07-bc6b-4b53-8bff-90b6f622aece,2,false,2026-06-28 11:32:58.790287+00,false
3561b430-8d09-42c6-b1fc-65f0d5d451d8,1c570e30-214d-4723-96d3-0669c937f5a4,5f39c536-340b-4981-b59a-4a9d7aff9e1e,cffa413c-8c76-45a6-843e-87c34e78e45a,2,false,2026-06-28 13:11:42.310195+00,false
3617d909-af94-4722-857f-9250fa7e1573,d8cc0ff6-c084-4134-8931-bf514fa05f23,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,4f0f3776-f99f-4c06-9eb4-0acd2825d8c2,2,false,2026-06-08 14:59:31.979755+00,false
362af7f2-672b-4eaf-a959-da301f1a3d71,1c570e30-214d-4723-96d3-0669c937f5a4,5b9456a0-db45-445f-87a0-58737bb89313,fcc03c57-8857-4986-98b0-0e30fb42ab2a,2,false,2026-06-23 12:40:27.162971+00,false
36398198-c0c1-4bff-b357-bf851b2af6f2,ed3a6f56-12b3-4f1a-ab83-4744531df4f1,27ce4fc5-3de9-4cf0-bfc5-5fa0addb7081,e171e736-56f2-44fa-92b5-b0653ea2ce2a,2,false,2026-07-04 06:37:39.636439+00,false
3688f461-dc4d-41b0-9a1d-1a0faa46bcd7,3fe745df-9187-41d7-a785-c3736a7277d7,27ce4fc5-3de9-4cf0-bfc5-5fa0addb7081,fcc03c57-8857-4986-98b0-0e30fb42ab2a,2,false,2026-07-04 09:46:24.503043+00,false
383e528c-694d-44c2-a9e0-68f39272a79e,b3d06ab8-28c8-4e46-a174-1da15c08949c,c22e6746-73c1-4060-9194-eb35359c955e,cd984ce3-2f2c-41d5-a7ba-137060caf8ae,3,false,2026-06-17 10:51:28.469252+00,false
3844c305-627a-4e78-86d1-8a80243701c4,fea5b705-eab8-4ba4-b0f2-739b370efd98,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,e176dd2c-4446-4811-b4cc-fc28e9c2ab25,3,false,2026-06-11 17:05:25.658607+00,false
3908aa5a-1bc5-4e82-b129-c1eb86410ce3,ed3a6f56-12b3-4f1a-ab83-4744531df4f1,5b9456a0-db45-445f-87a0-58737bb89313,151a98cf-99e8-4e7a-ab57-396a13db4a72,3,false,2026-06-24 17:33:07.867375+00,false
398f4588-9da3-43f5-8438-a5140012ea71,b94d44f2-7ae2-41f4-a105-e12b6ec3a572,5b9456a0-db45-445f-87a0-58737bb89313,8682004e-e186-4705-aa29-9704b2815dc4,3,false,2026-06-23 17:30:34.649233+00,false
3bf8b92e-e19f-4df9-aa93-668ad03a9c31,1243a746-100c-460a-bf0f-2aadef7332b8,c22e6746-73c1-4060-9194-eb35359c955e,4f0f3776-f99f-4c06-9eb4-0acd2825d8c2,2,false,2026-06-10 21:36:28.056292+00,false
3d890314-34b7-4be9-b579-93a38d997dd5,fea5b705-eab8-4ba4-b0f2-739b370efd98,5f39c536-340b-4981-b59a-4a9d7aff9e1e,cffa413c-8c76-45a6-843e-87c34e78e45a,2,false,2026-06-28 17:54:48.90448+00,false
3e14fc9e-981c-44d2-af3d-6c86f847f7aa,36e379ae-18cb-488c-a9ef-34e99c796cfe,5b9456a0-db45-445f-87a0-58737bb89313,a681c714-630a-487f-b167-9cefea486591,3,false,2026-06-23 15:43:33.098515+00,false
404c1888-347e-4577-bb2a-83d12760fb9e,3fe745df-9187-41d7-a785-c3736a7277d7,c22e6746-73c1-4060-9194-eb35359c955e,cd984ce3-2f2c-41d5-a7ba-137060caf8ae,3,false,2026-06-18 10:11:42.231762+00,false
41d9df49-0ff7-48de-beb8-a78d75cb3bb4,71391ec7-5614-4690-8008-e2e16163570b,27ce4fc5-3de9-4cf0-bfc5-5fa0addb7081,fcc03c57-8857-4986-98b0-0e30fb42ab2a,2,false,2026-07-04 07:19:41.735889+00,false
4283ab13-59c0-455b-b8b1-b6fd1f20546c,1243a746-100c-460a-bf0f-2aadef7332b8,27ce4fc5-3de9-4cf0-bfc5-5fa0addb7081,f2c7a0c3-9a4c-4e3f-92a3-39abff0ce8e2,2,false,2026-07-04 04:30:46.553023+00,false
43c2148a-2a78-4238-a2fc-8a7d61c6c37b,6df76041-17a2-4c81-b653-82bb7124ee3f,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,acfbd82a-7005-41b9-9613-606ceefc857e,3,false,2026-06-11 13:57:32.335553+00,false
45661692-2f33-4243-ae8e-029025fffefc,6df76041-17a2-4c81-b653-82bb7124ee3f,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,e171e736-56f2-44fa-92b5-b0653ea2ce2a,2,false,2026-06-11 13:57:32.335553+00,false
45afc289-0d3b-4c7a-a1d3-f77a1bcf4213,b3d06ab8-28c8-4e46-a174-1da15c08949c,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,52eaa3b4-081b-4393-b291-d69c644c612e,3,false,2026-06-07 18:47:19.327658+00,false
46ab2698-2857-4049-b073-192fc46c7fb6,3d58a7df-9922-413e-b42a-c2f162fb834c,c22e6746-73c1-4060-9194-eb35359c955e,cd984ce3-2f2c-41d5-a7ba-137060caf8ae,2,false,2026-06-17 16:42:12.541838+00,false
47ad14eb-a2a2-4011-b122-d5c4acfbf43f,1c570e30-214d-4723-96d3-0669c937f5a4,5b9456a0-db45-445f-87a0-58737bb89313,4976e7fd-9b45-4cc7-b741-fe801fcee2d0,3,false,2026-06-23 12:40:27.162971+00,false
47f4a597-829d-46e6-ae0c-27f3f09b1f72,b94d44f2-7ae2-41f4-a105-e12b6ec3a572,5f39c536-340b-4981-b59a-4a9d7aff9e1e,e171e736-56f2-44fa-92b5-b0653ea2ce2a,2,false,2026-06-28 13:01:18.270833+00,false
4897196b-e754-461b-a800-8b2bd39957b6,3422f6a8-d289-4ce8-8135-b547ff0f9606,c22e6746-73c1-4060-9194-eb35359c955e,d6209663-7a5c-4736-b346-cde299b554b2,3,false,2026-06-18 03:28:45.097872+00,false
48f52dd9-4b34-4b79-be20-1c14a736a4d9,3fe745df-9187-41d7-a785-c3736a7277d7,c22e6746-73c1-4060-9194-eb35359c955e,ee8ecff9-d0b1-4aa8-ab21-da08a6c9229a,2,false,2026-06-18 10:11:42.231762+00,false
48fa004d-e8e5-4ec2-8577-83d5b894ce7c,c599dde6-99b1-4e0e-a4cf-2842c8f62162,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,54ef8b7c-5afd-4a48-a3b9-d6701dd757f9,2,false,2026-06-10 20:49:19.338111+00,false
498fb3fa-4beb-4176-828c-f1dbdaa57fb9,36e379ae-18cb-488c-a9ef-34e99c796cfe,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,ee8ecff9-d0b1-4aa8-ab21-da08a6c9229a,2,false,2026-06-09 22:46:19.165509+00,false
4b207b03-0f4b-4d0a-acc8-5c3659dd6c80,71391ec7-5614-4690-8008-e2e16163570b,5b9456a0-db45-445f-87a0-58737bb89313,8682004e-e186-4705-aa29-9704b2815dc4,2,false,2026-06-23 14:49:00.763321+00,false
4b3c87f8-90b8-455d-8c16-19105a511b6f,31780afe-855c-4c9d-9cf6-56e3570c00c4,5b9456a0-db45-445f-87a0-58737bb89313,151a98cf-99e8-4e7a-ab57-396a13db4a72,3,false,2026-06-23 12:38:29.058426+00,false
4ba5728d-a717-4d3d-9aaa-31991485f256,b8526be4-5eb8-4f89-b015-699537c368ce,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,52f066d8-0a7a-42c5-8a6b-103ec4ba2c91,3,false,2026-06-08 16:20:21.777935+00,false
4caff54d-5f5a-4540-8520-6c9c98246a36,03d17e40-bb16-4728-9043-ceb05e62c9e9,5f39c536-340b-4981-b59a-4a9d7aff9e1e,acfbd82a-7005-41b9-9613-606ceefc857e,2,false,2026-06-28 17:58:33.511897+00,false
4edee4df-2901-47b3-aa1e-5b5b44734547,1c570e30-214d-4723-96d3-0669c937f5a4,c22e6746-73c1-4060-9194-eb35359c955e,cd984ce3-2f2c-41d5-a7ba-137060caf8ae,3,false,2026-06-17 12:01:04.542266+00,false
4f49ecfe-d72b-475a-9fa8-3a5cf0d87343,c599dde6-99b1-4e0e-a4cf-2842c8f62162,5f39c536-340b-4981-b59a-4a9d7aff9e1e,6527ec07-bc6b-4b53-8bff-90b6f622aece,2,false,2026-06-28 08:10:57.364209+00,false
5087e3b8-b5da-4f16-a216-4f42c467746e,1114a750-be9a-44a9-8d82-001931ea4466,5b9456a0-db45-445f-87a0-58737bb89313,e176dd2c-4446-4811-b4cc-fc28e9c2ab25,2,false,2026-06-20 11:07:56.382022+00,false
531be698-4a2d-49bc-8ded-dee8ff695a9b,1cc4459a-e518-4a28-b323-7cbb9d07994a,5b9456a0-db45-445f-87a0-58737bb89313,622bb3ef-bc6e-4c9a-9efe-aae4d0f95822,2,false,2026-06-19 19:20:59.877652+00,false
5743d80d-4cc4-4b2c-9c73-14b0617a9e4d,1114a750-be9a-44a9-8d82-001931ea4466,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,cffa413c-8c76-45a6-843e-87c34e78e45a,3,false,2026-06-05 08:57:22.315872+00,false
5766336c-a0db-4a0f-ace2-35cb78378bd2,ed3a6f56-12b3-4f1a-ab83-4744531df4f1,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,52f066d8-0a7a-42c5-8a6b-103ec4ba2c91,3,false,2026-06-09 19:56:20.766514+00,false
59c2a05e-d441-475b-a254-b4ad61dabc7d,d8cc0ff6-c084-4134-8931-bf514fa05f23,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,acfbd82a-7005-41b9-9613-606ceefc857e,3,false,2026-06-08 14:59:31.979755+00,false
5a8b5ada-1e89-4aa5-9c1d-155376187162,31780afe-855c-4c9d-9cf6-56e3570c00c4,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,52f066d8-0a7a-42c5-8a6b-103ec4ba2c91,2,false,2026-06-10 16:58:20.238314+00,false
5bcfbff8-9dcf-4eea-8b30-1fcfe3d72bfb,71391ec7-5614-4690-8008-e2e16163570b,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,52f066d8-0a7a-42c5-8a6b-103ec4ba2c91,2,false,2026-06-09 20:03:57.523594+00,false
5fa9c20d-e6a5-4365-80c1-c62a99f9e4b8,b94d44f2-7ae2-41f4-a105-e12b6ec3a572,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,52eaa3b4-081b-4393-b291-d69c644c612e,2,false,2026-06-10 10:20:39.901686+00,false
5fca833f-1b18-43f1-800b-33ad3965c56c,ed3a6f56-12b3-4f1a-ab83-4744531df4f1,5f39c536-340b-4981-b59a-4a9d7aff9e1e,acfbd82a-7005-41b9-9613-606ceefc857e,2,false,2026-06-28 08:25:52.773101+00,false
62f9f805-a897-41b6-948c-6d319f3de4b7,e73bedf4-0330-41d0-b1e7-31cb55909eed,5f39c536-340b-4981-b59a-4a9d7aff9e1e,6527ec07-bc6b-4b53-8bff-90b6f622aece,2,false,2026-06-28 07:06:56.176207+00,false
6463f221-12e4-4d8e-8863-ea3075440210,c599dde6-99b1-4e0e-a4cf-2842c8f62162,5b9456a0-db45-445f-87a0-58737bb89313,4976e7fd-9b45-4cc7-b741-fe801fcee2d0,2,false,2026-06-23 12:10:58.96401+00,false
6466543e-f5a4-4af9-9669-62a8223418a0,36e379ae-18cb-488c-a9ef-34e99c796cfe,5b9456a0-db45-445f-87a0-58737bb89313,20160ec3-c507-4fb3-b19d-89cb66c59a98,2,false,2026-06-23 15:43:33.098515+00,false
648f4240-cc78-49c2-a7ed-91dd751b05e7,195dcc37-e60e-4608-a0dc-c12766e96259,5f39c536-340b-4981-b59a-4a9d7aff9e1e,4f0f3776-f99f-4c06-9eb4-0acd2825d8c2,2,false,2026-06-28 13:20:46.99964+00,false
658f3772-af5d-4d3a-80a0-97ee9f0c2c9d,195dcc37-e60e-4608-a0dc-c12766e96259,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,20e98c7a-4548-44f8-964d-7aba42ae7624,3,false,2026-06-10 05:31:01.724624+00,false
684357ca-b1be-4b8c-b03b-c3a74ab47476,ce064aab-7c13-4db9-89b3-7eb444cc158b,c22e6746-73c1-4060-9194-eb35359c955e,cd984ce3-2f2c-41d5-a7ba-137060caf8ae,2,false,2026-06-15 09:57:35.783708+00,false
69e1e472-329b-4c0f-ac3d-70a86a6d0103,ce064aab-7c13-4db9-89b3-7eb444cc158b,5b9456a0-db45-445f-87a0-58737bb89313,f99d6725-238c-4d95-8502-9d25b4a6e89e,2,false,2026-06-22 03:01:21.166117+00,false
6a813b11-3c44-4740-82a7-79c1475309b3,b8526be4-5eb8-4f89-b015-699537c368ce,c22e6746-73c1-4060-9194-eb35359c955e,66a8014f-0009-400e-928c-6b28cb8dab1f,2,false,2026-06-17 09:30:30.453386+00,false
6b7dff11-5bc7-41cb-8bc6-ec54d68b0055,e73bedf4-0330-41d0-b1e7-31cb55909eed,c22e6746-73c1-4060-9194-eb35359c955e,e171e736-56f2-44fa-92b5-b0653ea2ce2a,3,false,2026-06-17 13:50:33.232108+00,false
6b87a1ac-1832-47d9-8c01-012c2f03a755,fa6409a1-23bb-4d8f-a6a3-a724774868cb,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,20e98c7a-4548-44f8-964d-7aba42ae7624,3,false,2026-06-10 12:28:53.451545+00,false
6c33d2a6-8ba5-49f1-af6d-ea9e1710bd20,1cc4459a-e518-4a28-b323-7cbb9d07994a,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,8d109cbf-133f-496a-b5b7-3f75a0ec1dcd,2,false,2026-06-10 10:17:28.558076+00,false
6c86d07e-636b-46ab-adb8-8db7eaaabb6b,b94d44f2-7ae2-41f4-a105-e12b6ec3a572,27ce4fc5-3de9-4cf0-bfc5-5fa0addb7081,cba2c884-3603-4b90-976e-49389b04f562,2,false,2026-07-04 12:00:51.432677+00,false
6cc62e54-8e76-41dd-b5fb-d23ce80aa10c,38120818-5997-43e2-a907-f86000cf4b53,27ce4fc5-3de9-4cf0-bfc5-5fa0addb7081,95b1e39e-97c3-4d45-9714-3f507d7c52f1,2,false,2026-07-04 09:15:50.00013+00,false
6f6af635-58ee-47f3-872e-d1d6479942fa,03d17e40-bb16-4728-9043-ceb05e62c9e9,c22e6746-73c1-4060-9194-eb35359c955e,eaca3063-d90c-4007-b3d8-ba829b3ee14e,3,false,2026-06-17 21:32:38.716879+00,false
6f773ba7-cbac-42ac-a96f-cf5a47ff0611,1243a746-100c-460a-bf0f-2aadef7332b8,c22e6746-73c1-4060-9194-eb35359c955e,ddd77a2f-eb9f-4a20-8ae4-e1ca55c21893,3,false,2026-06-10 21:36:28.056292+00,false
6fa1e9a4-0f8e-44d6-948a-db7ec32612df,8050b663-c1ef-4a14-86bd-3ea225435c17,6aa7c75c-0fc8-46f0-8219-84f969510a0e,f2c7a0c3-9a4c-4e3f-92a3-39abff0ce8e2,2,false,2026-07-12 10:27:32.767834+00,false
70a31294-9c8d-4f8b-bbb8-d676082f7988,1cc4459a-e518-4a28-b323-7cbb9d07994a,5b9456a0-db45-445f-87a0-58737bb89313,a681c714-630a-487f-b167-9cefea486591,3,false,2026-06-19 19:20:59.877652+00,false
70b072ea-876e-4856-80f7-be94e89104a7,36e379ae-18cb-488c-a9ef-34e99c796cfe,c22e6746-73c1-4060-9194-eb35359c955e,b6afbe52-5067-4263-a750-6101f6efedc0,2,false,2026-06-18 08:34:15.510325+00,false
71e6fbd0-64dc-47af-95ec-6bf708c981cf,b8526be4-5eb8-4f89-b015-699537c368ce,5b9456a0-db45-445f-87a0-58737bb89313,151a98cf-99e8-4e7a-ab57-396a13db4a72,3,false,2026-06-24 08:03:29.922647+00,false
725879ce-81f7-4efe-bf1f-f8c8f17afbd9,71391ec7-5614-4690-8008-e2e16163570b,5f39c536-340b-4981-b59a-4a9d7aff9e1e,4f0f3776-f99f-4c06-9eb4-0acd2825d8c2,2,false,2026-06-28 15:28:50.951368+00,false
72f8c43b-0b4a-43b3-bb7f-37483a3c1a59,3422f6a8-d289-4ce8-8135-b547ff0f9606,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,52f066d8-0a7a-42c5-8a6b-103ec4ba2c91,2,false,2026-06-08 11:06:17.697689+00,false
73deb83f-1cbb-47e7-b43a-16397b5bff71,03d17e40-bb16-4728-9043-ceb05e62c9e9,aa9754bd-50eb-4785-8698-e56c6d3cb661,95b1e39e-97c3-4d45-9714-3f507d7c52f1,2,false,2026-07-08 07:41:36.479108+00,false
747023f0-5db0-407a-a94d-855dd0fe64e3,c599dde6-99b1-4e0e-a4cf-2842c8f62162,c22e6746-73c1-4060-9194-eb35359c955e,d6209663-7a5c-4736-b346-cde299b554b2,2,false,2026-06-17 06:52:31.923941+00,false
