id,pick_id,match_id,base_points,longshot_bonus,multiplier_applied,points_earned,match_result,created_at
22cc1fbe-2742-45be-9598-c6145dd0c526,83e2707e-1efc-4685-9dd7-4b5e5bfd019a,6154fec4-83b3-4b8c-b92f-b8a31399f6c9,2,1,2,2,win,2026-06-18 05:40:07.15981+00
230da699-1ee5-4640-8556-dec3470b1edc,08a0fda1-9f44-4a00-b6ad-ca913cc28d00,84b62dcf-7110-46f4-ac2c-d4d5ccfbce8b,1,0,2,1,draw,2026-06-18 19:13:13.632799+00
26c7c28d-9fa2-44aa-ba9c-0ee1370d57bc,5fa9c20d-e6a5-4365-80c1-c62a99f9e4b8,64167916-7a8e-4126-bdc2-445e6dfd9cd8,2,0,2,2,win,2026-06-17 06:14:22.426639+00
28acb81a-bbed-4471-b6bb-295ab352da16,8f7a757f-c61d-4b95-9c83-6ac793fcba98,5a849898-4855-4db0-926b-08d9605fd81a,0,0,2,0,loss,2026-07-15 21:05:06.3587+00
28f7b9b5-1773-46a2-aea4-a2000d04f877,3d890314-34b7-4be9-b579-93a38d997dd5,1f013a7e-8052-415d-8090-99a4cfba5780,1,0,2,1,loss,2026-06-29 23:29:18.775185+00
2be236dc-47e4-48e9-8a98-25c3b5d759b6,c0738043-cc63-4dce-857d-3d08b85cd8e2,4ec3afba-9a7c-4409-87d0-7d3f64316c22,0,0,2,0,loss,2026-07-14 21:00:04.198853+00
2c0703a2-3d4e-44de-8ec3-7042e2be20e6,a4a36be7-713f-4145-8b42-67abc12a05ee,84b62dcf-7110-46f4-ac2c-d4d5ccfbce8b,1,0,2,1,draw,2026-06-18 19:13:13.632799+00
2c4a2401-6b99-4b50-b38b-7a6731ee13e9,fb492b60-8db3-4912-b4e0-bdcac48489bb,ff4b8afa-c644-4ef8-9a42-56784b08adcd,3,0,3,3,win,2026-06-21 06:25:04.634312+00
2e735bce-f1c4-4a34-ac84-0bc0231aeda4,6466543e-f5a4-4af9-9669-62a8223418a0,d6028dab-94a8-4e2f-bf47-0370f6fdcd3b,0,0,2,0,loss,2026-06-25 05:51:02.252767+00
2f5e577b-abcb-4671-9a7e-d5b43f86c0ce,d931a92e-282e-4660-837b-98d4d6bd19d1,1f013a7e-8052-415d-8090-99a4cfba5780,1,0,2,1,loss,2026-06-29 23:29:18.775185+00
31cab300-68ec-486a-a325-49e20f1b762c,924ebbea-7b19-4167-b02a-2aea69e2df3b,7ea5f707-1221-4f5e-afd4-b87a6704c790,2,0,2,2,win,2026-06-28 20:57:27.993667+00
3242d279-ccfc-433e-be7e-7e66fe146913,0c2cf528-6c47-488e-ab9c-32b688529522,7a401e03-6574-47d7-b91c-a7de7c3ed1dd,2,0,2,2,win,2026-07-10 20:59:48.403655+00
32d66f55-a91d-4b14-b388-a1f2f7addadd,4b207b03-0f4b-4d0a-acc8-5c3659dd6c80,e51ad0e0-f1b7-449e-ad47-4e4c2559ff76,2,0,2,2,win,2026-06-27 05:34:06.218286+00
33958ee5-1a7a-4e04-9974-97dce0295ea9,3561b430-8d09-42c6-b1fc-65f0d5d451d8,1f013a7e-8052-415d-8090-99a4cfba5780,1,0,2,1,loss,2026-06-29 23:29:18.775185+00
35c36fb0-8a3d-4c04-b931-4354fb2bdbb4,bf4d041b-bc7d-4e4c-be54-37de9a0d1682,371dfc3a-483b-4b55-9462-6a8b23f9cb6e,2,0,2,2,win,2026-06-22 03:40:13.446856+00
35fb6f30-c8a5-4746-8564-9341e86e562e,81a4d73a-5c71-4afe-9bba-bdf444dd1adb,1f013a7e-8052-415d-8090-99a4cfba5780,1,0,2,1,loss,2026-06-29 23:29:18.775185+00
369ed390-61b8-42ae-b087-453d2d98cb7e,e299ca02-e0ff-42cf-990d-169579dd76eb,447d4217-d302-49c0-980c-cd1359ccb3c5,1,0,3,1,draw,2026-06-21 06:24:54.356673+00
38b97d5e-b39a-4622-b021-10f51e4d35ac,d470d41d-42cd-4c9e-84e9-b8b0e1487caa,84b62dcf-7110-46f4-ac2c-d4d5ccfbce8b,1,0,2,1,draw,2026-06-18 19:13:13.632799+00
3a568d05-9fb2-47cc-8397-36285e0cc9b1,b3ace729-a7b8-438e-9ce9-d143e85f4126,1f013a7e-8052-415d-8090-99a4cfba5780,1,0,2,1,loss,2026-06-29 23:29:18.775185+00
3a9bc4ab-fcb4-4aa5-b19e-bfb2f0087584,4283ab13-59c0-455b-b8b1-b6fd1f20546c,3ca50009-6690-4197-8fbb-29612575864d,2,0,2,2,win,2026-07-04 23:05:16.917455+00
3ae52005-cbcb-4555-8fa7-193d7e89eb4a,91e3367a-d890-4726-81ce-510e46788c6b,6154fec4-83b3-4b8c-b92f-b8a31399f6c9,2,1,2,2,win,2026-06-18 05:40:07.15981+00
3b673487-96d6-4921-9a8a-728da21e2ac0,009f5367-8575-4caa-a586-4a6ec0538072,0635f748-c59a-4104-b439-1c84c2e81460,2,0,2,2,win,2026-06-26 21:07:01.649577+00
3be86c26-08bc-4125-82db-96ad129c1630,9d5cfe84-a6d5-42d8-aa8c-434bee581085,15a9d048-eb7c-464c-8034-cb2e8508bc61,0,0,2,0,loss,2026-07-07 06:39:59.798561+00
3c0759e1-cfb5-4fd3-810b-0511553dafcd,1687a5d0-0a74-48c0-aee1-586c47daebc5,ff8ff08a-b110-4120-a1c9-8ffe191fc2ba,3,0,3,3,win,2026-06-20 06:37:46.581181+00
3d1077e3-7812-4487-96c7-e2114bcaf1cc,a8dfffed-d9ed-4b84-bec4-9ecabe2032ca,67423ac2-4ae3-42ec-b786-c3b824a15d4e,0,0,2,0,loss,2026-06-26 05:44:51.841022+00
409bda14-acad-45e3-a8b0-17bf28cfb429,7b233df2-ecef-4ebc-85f6-99c7d7a9132b,84b62dcf-7110-46f4-ac2c-d4d5ccfbce8b,1,0,2,1,draw,2026-06-18 19:13:13.632799+00
40fcc6b1-2543-46b4-aa58-f4b4b280762a,362af7f2-672b-4eaf-a959-da301f1a3d71,24a55af4-cc2c-4c75-a9c3-f0ba07f8965e,2,0,2,2,win,2026-06-25 05:50:36.628916+00
428552d8-3489-4bdf-93b5-96418846bd4a,b55cb969-cc67-48bd-9dad-97ac206ce182,d094ec78-e479-4f3b-b030-b45e918c43ba,3,0,3,3,win,2026-06-23 05:47:32.630108+00
42edd3c5-a47e-40f2-b08f-cbe56805122a,e540302c-fa3c-4ffc-bdc6-5217e6fdb103,1f013a7e-8052-415d-8090-99a4cfba5780,1,0,2,1,loss,2026-06-29 23:29:18.775185+00
43ca4abd-e9a5-4972-8301-78b29f7b3661,ddb16359-c8c7-4e78-9990-651c955d4bd0,447d4217-d302-49c0-980c-cd1359ccb3c5,1,0,2,1,draw,2026-06-21 06:24:54.356673+00
44d46ac1-6ea6-4c3e-a763-0f2d6d3d22fb,6463f221-12e4-4d8e-8863-ea3075440210,97d24d3d-e7f7-4611-b7b3-0609fec069b3,2,1,2,2,win,2026-06-24 21:25:07.162105+00
451699ac-a7c5-4654-8cb8-f0b15413c08c,a98034ff-0966-4d4a-8e7f-77cd28b28a02,24a55af4-cc2c-4c75-a9c3-f0ba07f8965e,3,0,3,3,win,2026-06-25 05:50:36.628916+00
45808696-5411-43da-ba63-bc231ad9b329,71e6fbd0-64dc-47af-95ec-6bf708c981cf,0635f748-c59a-4104-b439-1c84c2e81460,3,0,3,3,win,2026-06-26 21:07:01.649577+00
4600dd0e-25f9-442f-8acb-9d174f43954f,1a1b5c8d-1379-4cd2-91eb-5c61b6cc6510,472a5e3d-5ce9-46a8-9abf-fa5593699943,2,0,2,2,win,2026-06-17 05:30:13.792149+00
47142c0e-ae13-45c4-b3d7-774143b615e8,9783b537-9528-4b96-a68a-41c25af7e25f,24a55af4-cc2c-4c75-a9c3-f0ba07f8965e,3,0,3,3,win,2026-06-25 05:50:36.628916+00
48149760-35f7-48a2-bbd6-b8809a3a9f2b,43c2148a-2a78-4238-a2fc-8a7d61c6c37b,0aa39c05-82fc-4131-9670-9fe588932f2d,1,0,3,1,draw,2026-06-13 21:09:32.876848+00
4c93d4fd-00c5-4f25-924e-f6e803cf6361,84552afe-300c-431a-b1a9-375305560ee9,4a1a38c4-fe97-4d42-a2ff-8a0caa18ff17,2,0,2,2,win,2026-06-25 05:50:44.23606+00
4d346814-c496-41e6-9422-8ffcff33a26e,531be698-4a2d-49bc-8ded-dee8ff695a9b,75b95055-eae5-422d-95d9-f53306255944,1,0,2,1,draw,2026-06-27 05:33:54.400366+00
4e46ac8b-df99-488d-923c-6cb52b0be101,d581f8ff-e3f0-413b-9a4d-be337cebbcfa,623afe5d-5dc9-413f-8931-6f08795bf386,1,0,3,1,draw,2026-06-27 05:34:18.819158+00
51bfc0da-e31b-4073-96f1-ac3474a82976,404c1888-347e-4577-bb2a-83d12760fb9e,447d4217-d302-49c0-980c-cd1359ccb3c5,1,0,3,1,draw,2026-06-21 06:24:54.356673+00
5365e1ae-5104-4622-8826-6a33ceb828a7,3908aa5a-1bc5-4e82-b129-c1eb86410ce3,0635f748-c59a-4104-b439-1c84c2e81460,3,0,3,3,win,2026-06-26 21:07:01.649577+00
5687f126-d261-4e31-8575-7ebb7be524b4,d0930464-d664-4485-9542-0f6c71132fa6,d6028dab-94a8-4e2f-bf47-0370f6fdcd3b,0,0,3,0,loss,2026-06-25 05:51:02.252767+00
57331a3c-b5d0-4774-aca4-b1b0df18a4ed,6b87a1ac-1832-47d9-8c01-012c2f03a755,472a5e3d-5ce9-46a8-9abf-fa5593699943,3,0,3,3,win,2026-06-17 05:30:13.792149+00
578daaee-092c-41c2-808d-248391978875,8052d2fe-367b-4d0c-b140-69cfd16395a1,d7faf3e3-d358-4158-bbbc-73fde86ea30f,1,0,2,1,draw,2026-06-16 05:52:57.545566+00
57fae109-25f1-41ec-bd93-a7b22a92d298,398f4588-9da3-43f5-8438-a5140012ea71,e51ad0e0-f1b7-449e-ad47-4e4c2559ff76,3,0,3,3,win,2026-06-27 05:34:06.218286+00
58034898-27f8-4066-a299-9ce561a0a064,8afc3225-5929-4cad-87cb-e44760e19f55,0aa39c05-82fc-4131-9670-9fe588932f2d,1,0,3,1,draw,2026-06-13 21:09:32.876848+00
58202dca-e88b-4c2b-93e9-5c8ab7b1d3af,fbe87f42-8977-4670-a191-0034f1992729,d6028dab-94a8-4e2f-bf47-0370f6fdcd3b,0,0,2,0,loss,2026-06-25 05:51:02.252767+00
5a336876-084d-4596-9049-ea58214af713,498fb3fa-4beb-4176-828c-f1dbdaa57fb9,d7faf3e3-d358-4158-bbbc-73fde86ea30f,1,0,2,1,draw,2026-06-16 05:52:57.545566+00
5a44e356-f859-431e-b110-72997964e182,e6d54021-80e8-481a-b73e-ce5d61eeda09,4ec3afba-9a7c-4409-87d0-7d3f64316c22,2,0,2,2,win,2026-07-14 21:00:04.198853+00
5b2a83f4-fd3d-4df0-8771-cc391bc26030,3bf8b92e-e19f-4df9-aa93-668ad03a9c31,53d7793c-7e1b-4a8a-bd9e-8044f4ffc71b,2,0,2,2,win,2026-06-19 01:58:30.58785+00
5bc84e31-0e56-4ace-8203-bfc4a544140c,809a34d5-fc53-4b8e-a13d-de8c208fdb89,e71dd1df-caa8-4b10-8ffb-220c4e918698,1,0,2,1,draw,2026-06-21 21:01:41.129512+00
5c77df0b-f49c-4c70-b174-56af7783a722,82e9d82d-8f87-45e0-8658-28cf709a8490,2cc09d93-3fa3-44d0-9049-5b90ac167097,0,0,3,0,loss,2026-06-14 06:10:50.563584+00
5cf1e868-91d1-471a-bfa0-4b81eec4bb6b,eef13217-e927-46e3-a9d5-c68cfc149be1,8dc0c811-0f83-4784-95c6-94cd1691217e,0,0,2,0,loss,2026-07-06 00:01:20.442506+00
5de8acb0-efaa-4ee9-8b86-0a168b593714,8454e7db-2a11-45af-8b9a-e990da3be448,b58779a0-33b8-44da-905b-67c3b4f81254,1,0,2,1,draw,2026-06-15 18:16:26.566522+00
5dfbcbbb-d9fe-4181-84cb-a683e2bf4d77,5743d80d-4cc4-4b2c-9c73-14b0617a9e4d,ef04c4e1-d29a-4f4d-8a83-4aae430183d3,3,0,3,3,win,2026-06-14 19:02:15.732309+00
5eb6bbf2-f3a7-4335-9ed7-85569760dd42,70a31294-9c8d-4f8b-bbb8-d676082f7988,f1597d1c-d2cb-4027-86e1-0ba93a331041,3,1,3,3,win,2026-06-28 08:10:12.856203+00
60004add-98e3-4c56-af03-132317dd93bd,34901be0-8283-4da8-a135-c8242bd4e44a,8b43c919-110a-4ae6-9fc8-81acfa9ba2c4,3,0,3,3,win,2026-06-11 21:10:48.449311+00
6188f06e-5479-405b-a857-a9b6dbd3b444,23dde6b6-0d42-4f98-98c2-6829c91fa855,472a5e3d-5ce9-46a8-9abf-fa5593699943,3,0,3,3,win,2026-06-17 05:30:13.792149+00
61c8afbb-8fb3-4cf3-b2c3-19ee955c3b6f,59c2a05e-d441-475b-a254-b4ad61dabc7d,0aa39c05-82fc-4131-9670-9fe588932f2d,1,0,3,1,draw,2026-06-13 21:09:32.876848+00
62a35a11-a8d5-412a-a69c-8b834a2582b8,36398198-c0c1-4bff-b357-bf851b2af6f2,5ff3fb62-02c7-4666-80f9-540118fecb20,1,0,2,1,loss,2026-07-07 22:50:36.559474+00
637d206b-e8d1-4dcd-89ce-ba1c2867d9d3,d4077bd1-f686-451c-9070-f7356d646a0f,6154fec4-83b3-4b8c-b92f-b8a31399f6c9,3,1,3,3,win,2026-06-18 05:40:07.15981+00
642fddd8-9485-456e-8f4e-aa631644a596,ab0ba333-841c-431d-ab92-a4e2ae574132,0abac47a-3e0a-4c4d-a733-fd3c5e94beed,2,0,2,2,win,2026-07-12 00:11:02.851975+00
65b0e61a-eee7-4431-9507-270fd7a39336,beb70ea8-4882-4c6d-86f2-b26f14f80fc0,0ef4fa94-95e2-4f21-bf22-2dbd50f2426c,2,0,2,2,win,2026-07-09 22:00:57.007691+00
66473010-21dc-476a-957e-2b467be6ba8a,72f8c43b-0b4a-43b3-bb7f-37483a3c1a59,2737b00b-6825-43fa-900a-0a522772306f,2,0,2,2,win,2026-06-14 06:10:59.746555+00
6647b0a9-20af-49ab-8081-d9cac157500f,d0512d16-c747-4149-b868-b787f852d753,f1597d1c-d2cb-4027-86e1-0ba93a331041,2,1,2,2,win,2026-06-28 08:10:12.856203+00
6753fcc6-6dcb-40b7-8f09-c052b152f2d5,6fa1e9a4-0f8e-44d6-948a-db7ec32612df,4ec3afba-9a7c-4409-87d0-7d3f64316c22,0,0,2,0,loss,2026-07-14 21:00:04.198853+00
68d349a8-2628-4eb3-b263-fc1823634456,8465e4e6-f492-47e5-8c50-ef8761a3a10b,e71dd1df-caa8-4b10-8ffb-220c4e918698,1,0,3,1,draw,2026-06-21 21:01:41.129512+00
6ab1d765-d3ef-4937-8669-126e99badad9,2b9bd34c-43c1-4ef1-b9d8-ad662c55efce,0aa39c05-82fc-4131-9670-9fe588932f2d,1,0,2,1,draw,2026-06-13 21:09:32.876848+00
6de3856a-4687-4b41-8fff-74b1a8885add,2f41ac59-eceb-4d73-b4f9-45c4772bbd80,64167916-7a8e-4126-bdc2-445e6dfd9cd8,2,0,2,2,win,2026-06-17 06:14:22.426639+00
6eef4c84-38f9-44d7-9e9b-dbd523cc32e7,98e40309-511c-4ec7-bf8e-06d56299211d,0aa39c05-82fc-4131-9670-9fe588932f2d,1,0,3,1,draw,2026-06-13 21:09:32.876848+00
6f406490-6a6f-4536-8dba-5cec4dbaf532,bcd7152d-2ca8-4016-8260-a61597921f5f,64167916-7a8e-4126-bdc2-445e6dfd9cd8,3,0,3,3,win,2026-06-17 06:14:22.426639+00
71b0f14b-58fa-4ebc-b379-48d09bedab8c,6c33d2a6-8ba5-49f1-af6d-ea9e1710bd20,6154fec4-83b3-4b8c-b92f-b8a31399f6c9,0,0,2,0,loss,2026-06-18 05:40:07.15981+00
74608826-365f-45c2-aed9-fe3e4a21ddd3,9d738f52-4624-44c2-a7f3-5d7634f037ac,0635f748-c59a-4104-b439-1c84c2e81460,3,0,3,3,win,2026-06-26 21:07:01.649577+00
74bd804a-cb1b-406a-9bf9-f7393a622d25,338be2cc-b9b7-494f-8e63-5f83a5b21eec,53d7793c-7e1b-4a8a-bd9e-8044f4ffc71b,2,0,2,2,win,2026-06-19 01:58:30.58785+00
74cc6cc4-8712-4423-a043-7e00ec0f5b1a,de8fc6c4-49b9-4ad2-9b08-5728e2a4330d,356341b8-bf0c-49e3-9811-85ca67b9eea8,2,0,2,2,win,2026-07-04 03:16:39.246198+00
753f3987-3f51-429b-afa1-a2b783e5d7ef,06c518d3-8536-4a1a-bcae-c895c911a61f,0635f748-c59a-4104-b439-1c84c2e81460,3,0,3,3,win,2026-06-26 21:07:01.649577+00
754c4b29-6556-4cea-a199-0355feda5057,949b8f71-8f82-4502-85d7-7262a9223506,b74d9072-2d8e-4988-ad96-c3680624ee52,3,0,3,3,win,2026-06-19 21:44:05.863439+00
759be5b9-b378-418f-b633-257a3729b2b0,8d5d476f-7e6e-4b53-a32f-a236533d3170,e51ad0e0-f1b7-449e-ad47-4e4c2559ff76,3,0,3,3,win,2026-06-27 05:34:06.218286+00
76e87edb-5f9b-4ca7-bdda-c1ebe994477d,b939347d-9031-4518-935e-39b7ab8050a9,0bcfd687-dbd6-4369-bb0f-8fd682346491,2,0,2,2,win,2026-07-02 05:40:54.454317+00
77690a15-64f9-4453-842f-bbcee333e542,28a7347c-5309-4ddc-87c2-171a38efa8e5,0aa39c05-82fc-4131-9670-9fe588932f2d,1,0,3,1,draw,2026-06-13 21:09:32.876848+00
7a2e42ce-8696-4154-9bbb-0ce6f90da308,0dabc4ce-d9e1-4c0c-959d-57d79b58877f,5a849898-4855-4db0-926b-08d9605fd81a,2,0,2,2,win,2026-07-15 21:05:06.3587+00
7a4ecdf0-a46e-454b-9a16-e1ae34e0f430,747023f0-5db0-407a-a94d-855dd0fe64e3,84b62dcf-7110-46f4-ac2c-d4d5ccfbce8b,1,0,2,1,draw,2026-06-18 19:13:13.632799+00
7af48028-3103-4f45-bfed-3d8ef1601b7c,4b3c87f8-90b8-455d-8c16-19105a511b6f,0635f748-c59a-4104-b439-1c84c2e81460,3,0,3,3,win,2026-06-26 21:07:01.649577+00
7be58915-6874-42ac-838d-5678db1a2a28,21f0fc91-5621-478b-b7cb-3bf80b2acdea,8b694d3b-c857-43c4-a291-9d03ed28a289,0,0,3,0,loss,2026-06-25 21:58:35.79712+00
7e215ab0-c3be-409e-8472-652e54dafb7c,4ba5728d-a717-4d3d-9aaa-31991485f256,2737b00b-6825-43fa-900a-0a522772306f,3,0,3,3,win,2026-06-14 06:10:59.746555+00
81adb5f4-6f74-4549-8b02-2d05a12a56f3,47f4a597-829d-46e6-ae0c-27f3f09b1f72,674d531c-ea1e-4fb8-b533-cb72f31d2a07,2,0,2,2,win,2026-07-04 03:32:53.196272+00
81b569c5-d88d-450b-b8a8-a6ada5676c48,f8ddd991-2242-4aa3-be9a-a4f72e0d931e,472a5e3d-5ce9-46a8-9abf-fa5593699943,2,0,2,2,win,2026-06-17 05:30:13.792149+00
81c9bf30-7b04-4977-897f-1d2cc8a92eef,975fe05c-5398-4da2-8bb0-dc75d7fa86b6,2737b00b-6825-43fa-900a-0a522772306f,3,0,3,3,win,2026-06-14 06:10:59.746555+00
81f68062-09cf-4ff4-b90a-f0307ae67d4e,16f84c2b-a182-4041-a31d-7590e0745b7c,97d24d3d-e7f7-4611-b7b3-0609fec069b3,2,1,2,2,win,2026-06-24 21:25:07.162105+00
8254452c-130e-4560-8c21-1eecd997dea4,07395e96-812e-4c00-b31c-e39d4d78ddd3,64167916-7a8e-4126-bdc2-445e6dfd9cd8,2,0,2,2,win,2026-06-17 06:14:22.426639+00
82d4be34-dae4-4cd9-a742-ebc8e9bee5fd,c96fb551-02b9-486b-bc05-3c5b5636cac3,c482116e-ce9c-40bc-b95e-616917977de0,2,0,2,2,win,2026-07-04 19:04:16.218977+00
