id,round_id,player_id,position,total_points,snapshot_taken_at,created_at
126e2f49-3212-4a32-b611-c378cc606e3b,5f39c536-340b-4981-b59a-4a9d7aff9e1e,195dcc37-e60e-4608-a0dc-c12766e96259,18,12,2026-07-04 03:49:15.880695+00,2026-07-04 03:49:15.880695+00
136e3345-717b-4d6a-8783-4394b653b018,5f39c536-340b-4981-b59a-4a9d7aff9e1e,6df76041-17a2-4c81-b653-82bb7124ee3f,12,14,2026-07-04 03:49:15.880695+00,2026-07-04 03:49:15.880695+00
1412a11f-b1d0-484b-8545-2288fe1493d1,5b9456a0-db45-445f-87a0-58737bb89313,1114a750-be9a-44a9-8d82-001931ea4466,10,13,2026-06-29 08:42:30.839291+00,2026-06-29 08:42:30.839291+00
1416a566-daea-4f73-b7b1-324dd403fe90,c22e6746-73c1-4060-9194-eb35359c955e,1243a746-100c-460a-bf0f-2aadef7332b8,4,9,2026-06-24 06:17:24.454436+00,2026-06-24 06:17:24.454436+00
1619ee4a-ee05-4ada-992d-637a8921c32e,5b9456a0-db45-445f-87a0-58737bb89313,d8cc0ff6-c084-4134-8931-bf514fa05f23,24,9,2026-06-29 08:42:30.839291+00,2026-06-29 08:42:30.839291+00
165d45f0-dfb2-497b-89ff-7242f236dc0e,5b9456a0-db45-445f-87a0-58737bb89313,1243a746-100c-460a-bf0f-2aadef7332b8,7,14,2026-06-29 08:42:30.839291+00,2026-06-29 08:42:30.839291+00
17210551-0810-4428-8d72-0e6fcd72e978,c22e6746-73c1-4060-9194-eb35359c955e,ce064aab-7c13-4db9-89b3-7eb444cc158b,11,7,2026-06-24 06:17:24.454436+00,2026-06-24 06:17:24.454436+00
178e179b-57fe-4cd4-aeaf-133d0741a3f6,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,36e379ae-18cb-488c-a9ef-34e99c796cfe,26,2,2026-06-18 05:40:07.580305+00,2026-06-18 05:40:07.580305+00
186bc016-89ef-43f0-b168-78889145fba0,27ce4fc5-3de9-4cf0-bfc5-5fa0addb7081,03d17e40-bb16-4728-9043-ceb05e62c9e9,22,11,2026-07-07 23:10:22.304823+00,2026-07-07 23:10:22.304823+00
187a530b-e85c-406a-ab53-5aa4707be833,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,ed3a6f56-12b3-4f1a-ab83-4744531df4f1,3,6,2026-06-18 05:40:07.580305+00,2026-06-18 05:40:07.580305+00
18985de1-27e6-4574-b35f-af7a6c16ee4d,5f39c536-340b-4981-b59a-4a9d7aff9e1e,3fe745df-9187-41d7-a785-c3736a7277d7,16,12,2026-07-04 03:49:15.880695+00,2026-07-04 03:49:15.880695+00
189d911b-1fc2-4110-b449-83e8404c4a67,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,e73bedf4-0330-41d0-b1e7-31cb55909eed,4,6,2026-06-18 05:40:07.580305+00,2026-06-18 05:40:07.580305+00
19d06105-39e0-4895-bd85-eac89cb768aa,aa9754bd-50eb-4785-8698-e56c6d3cb661,d8cc0ff6-c084-4134-8931-bf514fa05f23,25,10,2026-07-12 08:29:29.05563+00,2026-07-12 08:29:29.05563+00
19e9681c-2dba-46db-a575-f44cc9f07837,6aa7c75c-0fc8-46f0-8219-84f969510a0e,1114a750-be9a-44a9-8d82-001931ea4466,13,15,2026-07-15 21:05:07.755299+00,2026-07-15 21:05:07.755299+00
1a640eb4-462e-4b02-9ba4-10912cad0d29,c22e6746-73c1-4060-9194-eb35359c955e,3fe745df-9187-41d7-a785-c3736a7277d7,26,5,2026-06-24 06:17:24.454436+00,2026-06-24 06:17:24.454436+00
1a83c1d0-21b4-4b7c-8987-1644e738af85,5f39c536-340b-4981-b59a-4a9d7aff9e1e,6f8a0f72-aa76-4252-9486-cc8b95570923,25,10,2026-07-04 03:49:15.880695+00,2026-07-04 03:49:15.880695+00
1bc63e37-fb3b-4af7-a59d-a4a5fcaecaa2,b9bd6954-7f07-432a-af76-2dc2d3e9ab1f,5e429458-4e6f-4df7-88bd-43977c8f74b1,24,10,2026-07-19 22:03:06.610381+00,2026-07-19 22:03:06.610381+00
1e69eab0-7b6e-4730-be2d-07b0daa0c0bb,b9bd6954-7f07-432a-af76-2dc2d3e9ab1f,fea5b705-eab8-4ba4-b0f2-739b370efd98,21,12,2026-07-19 22:03:06.610381+00,2026-07-19 22:03:06.610381+00
1ff5d6a2-fdd8-442d-8601-55853bd843a6,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,1114a750-be9a-44a9-8d82-001931ea4466,16,4,2026-06-18 05:40:07.580305+00,2026-06-18 05:40:07.580305+00
21540ec7-c4de-453d-bb0f-e46645c461b3,b9bd6954-7f07-432a-af76-2dc2d3e9ab1f,c599dde6-99b1-4e0e-a4cf-2842c8f62162,14,15,2026-07-19 22:03:06.610381+00,2026-07-19 22:03:06.610381+00
218b5b80-0ea2-4d16-a6c3-b5e838c5393b,b9bd6954-7f07-432a-af76-2dc2d3e9ab1f,b8526be4-5eb8-4f89-b015-699537c368ce,9,17,2026-07-19 22:03:06.610381+00,2026-07-19 22:03:06.610381+00
21dc34cd-cc9b-4430-a9bd-122390cd9da1,27ce4fc5-3de9-4cf0-bfc5-5fa0addb7081,5e429458-4e6f-4df7-88bd-43977c8f74b1,24,10,2026-07-07 23:10:22.304823+00,2026-07-07 23:10:22.304823+00
22157552-d7f5-41c5-ad44-93e12840d0c4,b9bd6954-7f07-432a-af76-2dc2d3e9ab1f,d8cc0ff6-c084-4134-8931-bf514fa05f23,25,10,2026-07-19 22:03:06.610381+00,2026-07-19 22:03:06.610381+00
25242ef6-6991-4da6-a140-a8c8619e4c83,c22e6746-73c1-4060-9194-eb35359c955e,5d4ce78f-67ee-4a61-afab-c44ffc6afe91,5,9,2026-06-24 06:17:24.454436+00,2026-06-24 06:17:24.454436+00
264bce33-4ecf-421e-9083-aab53e729c95,c22e6746-73c1-4060-9194-eb35359c955e,5e429458-4e6f-4df7-88bd-43977c8f74b1,22,6,2026-06-24 06:17:24.454436+00,2026-06-24 06:17:24.454436+00
2846f03a-4334-4852-8179-8f14086b1d10,b9bd6954-7f07-432a-af76-2dc2d3e9ab1f,71391ec7-5614-4690-8008-e2e16163570b,5,19,2026-07-19 22:03:06.610381+00,2026-07-19 22:03:06.610381+00
29a5b5cf-b9b9-4895-880f-72ad7a64798b,27ce4fc5-3de9-4cf0-bfc5-5fa0addb7081,8050b663-c1ef-4a14-86bd-3ea225435c17,5,18,2026-07-07 23:10:22.304823+00,2026-07-07 23:10:22.304823+00
2ade93c9-3ca2-4afc-a464-4561bafb56d3,6aa7c75c-0fc8-46f0-8219-84f969510a0e,38120818-5997-43e2-a907-f86000cf4b53,6,19,2026-07-15 21:05:07.755299+00,2026-07-15 21:05:07.755299+00
2bea3992-354d-4f75-a6be-91c909b11d88,aa9754bd-50eb-4785-8698-e56c6d3cb661,31780afe-855c-4c9d-9cf6-56e3570c00c4,10,17,2026-07-12 08:29:29.05563+00,2026-07-12 08:29:29.05563+00
2df2f13e-fe6c-4971-808c-54d149288640,c22e6746-73c1-4060-9194-eb35359c955e,c599dde6-99b1-4e0e-a4cf-2842c8f62162,20,7,2026-06-24 06:17:24.454436+00,2026-06-24 06:17:24.454436+00
2e4b7b06-699d-401c-b087-54995615bb0b,c22e6746-73c1-4060-9194-eb35359c955e,d8cc0ff6-c084-4134-8931-bf514fa05f23,23,6,2026-06-24 06:17:24.454436+00,2026-06-24 06:17:24.454436+00
2e52ff8d-0f40-4f3f-9715-8f5db45db1a4,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,38120818-5997-43e2-a907-f86000cf4b53,1,6,2026-06-18 05:40:07.580305+00,2026-06-18 05:40:07.580305+00
328d5265-8ce1-43ce-9c99-12b4e15ecde3,6aa7c75c-0fc8-46f0-8219-84f969510a0e,6df76041-17a2-4c81-b653-82bb7124ee3f,15,14,2026-07-15 21:05:07.755299+00,2026-07-15 21:05:07.755299+00
32f552c2-2df7-4805-bee3-a468295bf118,b9bd6954-7f07-432a-af76-2dc2d3e9ab1f,1c570e30-214d-4723-96d3-0669c937f5a4,16,14,2026-07-19 22:03:06.610381+00,2026-07-19 22:03:06.610381+00
33f6d1f3-a7d5-4a1b-b05b-c8cffa68ed23,6aa7c75c-0fc8-46f0-8219-84f969510a0e,b8526be4-5eb8-4f89-b015-699537c368ce,9,17,2026-07-15 21:05:07.755299+00,2026-07-15 21:05:07.755299+00
34bb67f6-8617-452a-b09c-447855f9ceb3,aa9754bd-50eb-4785-8698-e56c6d3cb661,5e429458-4e6f-4df7-88bd-43977c8f74b1,24,10,2026-07-12 08:29:29.05563+00,2026-07-12 08:29:29.05563+00
352780ce-9907-43ba-8a4d-1a22e5d76f18,6aa7c75c-0fc8-46f0-8219-84f969510a0e,8050b663-c1ef-4a14-86bd-3ea225435c17,4,20,2026-07-15 21:05:07.755299+00,2026-07-15 21:05:07.755299+00
36fd53ba-c04c-4906-9836-13a2cfa9a6f3,27ce4fc5-3de9-4cf0-bfc5-5fa0addb7081,3d58a7df-9922-413e-b42a-c2f162fb834c,17,13,2026-07-07 23:10:22.304823+00,2026-07-07 23:10:22.304823+00
3726568a-8758-4251-a759-72ee74297ef2,aa9754bd-50eb-4785-8698-e56c6d3cb661,195dcc37-e60e-4608-a0dc-c12766e96259,12,16,2026-07-12 08:29:29.05563+00,2026-07-12 08:29:29.05563+00
373b86a7-31c0-40e0-9987-51350fcd2175,6aa7c75c-0fc8-46f0-8219-84f969510a0e,71391ec7-5614-4690-8008-e2e16163570b,5,19,2026-07-15 21:05:07.755299+00,2026-07-15 21:05:07.755299+00
375c3c11-294f-4be1-af80-36862c6287e8,b9bd6954-7f07-432a-af76-2dc2d3e9ab1f,36e379ae-18cb-488c-a9ef-34e99c796cfe,22,12,2026-07-19 22:03:06.610381+00,2026-07-19 22:03:06.610381+00
37bcea67-41c2-4557-9be6-bbe72122d2f6,5f39c536-340b-4981-b59a-4a9d7aff9e1e,c599dde6-99b1-4e0e-a4cf-2842c8f62162,10,15,2026-07-04 03:49:15.880695+00,2026-07-04 03:49:15.880695+00
37da0ba2-7911-4986-9a0a-d91062fbc658,6aa7c75c-0fc8-46f0-8219-84f969510a0e,fea5b705-eab8-4ba4-b0f2-739b370efd98,21,12,2026-07-15 21:05:07.755299+00,2026-07-15 21:05:07.755299+00
3965859a-19de-4464-bf9d-a12a7d720442,c22e6746-73c1-4060-9194-eb35359c955e,1c570e30-214d-4723-96d3-0669c937f5a4,18,7,2026-06-24 06:17:24.454436+00,2026-06-24 06:17:24.454436+00
3a6db36d-e681-427f-96e6-5ee029541573,5b9456a0-db45-445f-87a0-58737bb89313,c599dde6-99b1-4e0e-a4cf-2842c8f62162,13,13,2026-06-29 08:42:30.839291+00,2026-06-29 08:42:30.839291+00
3f0b43e7-3e33-4e13-a14e-734a05fb18a1,27ce4fc5-3de9-4cf0-bfc5-5fa0addb7081,195dcc37-e60e-4608-a0dc-c12766e96259,14,14,2026-07-07 23:10:22.304823+00,2026-07-07 23:10:22.304823+00
3fb3aaf9-4e55-4344-ac27-8c9fd7517f15,318f2b2d-d52a-4102-bd8d-7ab594a40f42,71391ec7-5614-4690-8008-e2e16163570b,13,0,2026-06-18 15:05:59.288454+00,2026-06-18 15:05:59.288454+00
4053c32f-d268-4c55-aaef-549098fd9f26,b9bd6954-7f07-432a-af76-2dc2d3e9ab1f,ce064aab-7c13-4db9-89b3-7eb444cc158b,20,12,2026-07-19 22:03:06.610381+00,2026-07-19 22:03:06.610381+00
40fb8375-4438-4de4-8671-d3a57ab44bda,b9bd6954-7f07-432a-af76-2dc2d3e9ab1f,e73bedf4-0330-41d0-b1e7-31cb55909eed,8,18,2026-07-19 22:03:06.610381+00,2026-07-19 22:03:06.610381+00
414045d2-b307-49f5-9d9c-0a849269b786,318f2b2d-d52a-4102-bd8d-7ab594a40f42,5d4ce78f-67ee-4a61-afab-c44ffc6afe91,16,0,2026-06-18 15:05:59.288454+00,2026-06-18 15:05:59.288454+00
41fd8123-9f35-4cbd-974b-94934859e646,5f39c536-340b-4981-b59a-4a9d7aff9e1e,38120818-5997-43e2-a907-f86000cf4b53,11,15,2026-07-04 03:49:15.880695+00,2026-07-04 03:49:15.880695+00
42e6f632-110d-451c-aaee-b69a745e6857,318f2b2d-d52a-4102-bd8d-7ab594a40f42,b3d06ab8-28c8-4e46-a174-1da15c08949c,14,0,2026-06-18 15:05:59.288454+00,2026-06-18 15:05:59.288454+00
432e2ac3-122f-4cd5-b072-db7a0b0bbdb8,318f2b2d-d52a-4102-bd8d-7ab594a40f42,31780afe-855c-4c9d-9cf6-56e3570c00c4,26,0,2026-06-18 15:05:59.288454+00,2026-06-18 15:05:59.288454+00
4351acea-4bee-4c36-89ef-c257d3ddc652,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,3422f6a8-d289-4ce8-8135-b547ff0f9606,5,6,2026-06-18 05:40:07.580305+00,2026-06-18 05:40:07.580305+00
43a740f1-19f4-4784-9eef-e956df98b452,b9bd6954-7f07-432a-af76-2dc2d3e9ab1f,1243a746-100c-460a-bf0f-2aadef7332b8,2,22,2026-07-19 22:03:06.610381+00,2026-07-19 22:03:06.610381+00
4426013e-66cd-4f6d-a32c-6ccec7a0002d,5f39c536-340b-4981-b59a-4a9d7aff9e1e,8050b663-c1ef-4a14-86bd-3ea225435c17,8,16,2026-07-04 03:49:15.880695+00,2026-07-04 03:49:15.880695+00
45721f03-f9df-4656-9d1e-3deda7b844cd,5f39c536-340b-4981-b59a-4a9d7aff9e1e,fea5b705-eab8-4ba4-b0f2-739b370efd98,20,12,2026-07-04 03:49:15.880695+00,2026-07-04 03:49:15.880695+00
45c289ad-b537-4352-b97f-1d950c8da8bd,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,6f8a0f72-aa76-4252-9486-cc8b95570923,17,4,2026-06-18 05:40:07.580305+00,2026-06-18 05:40:07.580305+00
46f9098a-437f-4c9d-809e-9bfc9d4931b6,c22e6746-73c1-4060-9194-eb35359c955e,6df76041-17a2-4c81-b653-82bb7124ee3f,10,7,2026-06-24 06:17:24.454436+00,2026-06-24 06:17:24.454436+00
481e7de7-44ab-4601-a10b-528e2ef0b526,aa9754bd-50eb-4785-8698-e56c6d3cb661,36e379ae-18cb-488c-a9ef-34e99c796cfe,22,12,2026-07-12 08:29:29.05563+00,2026-07-12 08:29:29.05563+00
4a8c6354-1cd8-4901-a9f7-adc5b7fad78d,aa9754bd-50eb-4785-8698-e56c6d3cb661,c599dde6-99b1-4e0e-a4cf-2842c8f62162,14,15,2026-07-12 08:29:29.05563+00,2026-07-12 08:29:29.05563+00
4ae6fac8-26f7-4b86-a514-8746fa680199,27ce4fc5-3de9-4cf0-bfc5-5fa0addb7081,36e379ae-18cb-488c-a9ef-34e99c796cfe,21,12,2026-07-07 23:10:22.304823+00,2026-07-07 23:10:22.304823+00
4bc36770-de40-4c4d-a86e-ea09d1b32d01,27ce4fc5-3de9-4cf0-bfc5-5fa0addb7081,b3d06ab8-28c8-4e46-a174-1da15c08949c,23,11,2026-07-07 23:10:22.304823+00,2026-07-07 23:10:22.304823+00
4bf41f9c-e654-42bb-a9a2-492bcec69ef9,aa9754bd-50eb-4785-8698-e56c6d3cb661,5d4ce78f-67ee-4a61-afab-c44ffc6afe91,2,20,2026-07-12 08:29:29.05563+00,2026-07-12 08:29:29.05563+00
4d380fc5-bdc3-40eb-9c21-f47232f79cae,b9bd6954-7f07-432a-af76-2dc2d3e9ab1f,3fe745df-9187-41d7-a785-c3736a7277d7,11,16,2026-07-19 22:03:06.610381+00,2026-07-19 22:03:06.610381+00
4dc8533d-2b18-4f86-a3de-4e94e5546ed6,c22e6746-73c1-4060-9194-eb35359c955e,b3d06ab8-28c8-4e46-a174-1da15c08949c,13,7,2026-06-24 06:17:24.454436+00,2026-06-24 06:17:24.454436+00
4e913db3-3785-4b03-a76b-bcc67f2461b7,318f2b2d-d52a-4102-bd8d-7ab594a40f42,195dcc37-e60e-4608-a0dc-c12766e96259,25,0,2026-06-18 15:05:59.288454+00,2026-06-18 15:05:59.288454+00
4f182489-d9e6-48c5-84fe-62030d0868fa,c22e6746-73c1-4060-9194-eb35359c955e,e73bedf4-0330-41d0-b1e7-31cb55909eed,21,7,2026-06-24 06:17:24.454436+00,2026-06-24 06:17:24.454436+00
553f4c51-a0eb-4b6b-84e1-711f688cd6d8,c22e6746-73c1-4060-9194-eb35359c955e,195dcc37-e60e-4608-a0dc-c12766e96259,14,7,2026-06-24 06:17:24.454436+00,2026-06-24 06:17:24.454436+00
570fd407-c63a-4cb3-980a-86fa11453008,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,31780afe-855c-4c9d-9cf6-56e3570c00c4,10,5,2026-06-18 05:40:07.580305+00,2026-06-18 05:40:07.580305+00
57591504-4025-4691-92dd-5d19038ad4cf,aa9754bd-50eb-4785-8698-e56c6d3cb661,b8526be4-5eb8-4f89-b015-699537c368ce,9,17,2026-07-12 08:29:29.05563+00,2026-07-12 08:29:29.05563+00
591a64c8-ae4b-404e-9cd7-3c17c65d1d99,c22e6746-73c1-4060-9194-eb35359c955e,1114a750-be9a-44a9-8d82-001931ea4466,12,7,2026-06-24 06:17:24.454436+00,2026-06-24 06:17:24.454436+00
5a54650c-1ba5-48eb-b3c9-51d44c24d798,5f39c536-340b-4981-b59a-4a9d7aff9e1e,3422f6a8-d289-4ce8-8135-b547ff0f9606,3,17,2026-07-04 03:49:15.880695+00,2026-07-04 03:49:15.880695+00
5a72798f-6c56-40f3-a796-5006a47e2cc4,5b9456a0-db45-445f-87a0-58737bb89313,3fe745df-9187-41d7-a785-c3736a7277d7,19,10,2026-06-29 08:42:30.839291+00,2026-06-29 08:42:30.839291+00
5d4fefad-52fe-45e6-8b0c-ddf00307970c,5b9456a0-db45-445f-87a0-58737bb89313,6df76041-17a2-4c81-b653-82bb7124ee3f,9,13,2026-06-29 08:42:30.839291+00,2026-06-29 08:42:30.839291+00
5daecbbb-6350-417a-9002-f4dcefef3b6d,318f2b2d-d52a-4102-bd8d-7ab594a40f42,c599dde6-99b1-4e0e-a4cf-2842c8f62162,1,0,2026-06-18 15:05:59.288454+00,2026-06-18 15:05:59.288454+00
5def1df0-12ab-463c-9ea5-2e23388b54ac,27ce4fc5-3de9-4cf0-bfc5-5fa0addb7081,1243a746-100c-460a-bf0f-2aadef7332b8,4,18,2026-07-07 23:10:22.304823+00,2026-07-07 23:10:22.304823+00
5f09ff75-2a2e-4fc5-9d00-83f1f0e621b7,27ce4fc5-3de9-4cf0-bfc5-5fa0addb7081,1c570e30-214d-4723-96d3-0669c937f5a4,16,14,2026-07-07 23:10:22.304823+00,2026-07-07 23:10:22.304823+00
5f34e568-0780-4ae4-b080-7e983314c6b8,5b9456a0-db45-445f-87a0-58737bb89313,71391ec7-5614-4690-8008-e2e16163570b,15,11,2026-06-29 08:42:30.839291+00,2026-06-29 08:42:30.839291+00
5fdceb02-678d-4eb9-99f2-2887bdcb319b,318f2b2d-d52a-4102-bd8d-7ab594a40f42,36e379ae-18cb-488c-a9ef-34e99c796cfe,15,0,2026-06-18 15:05:59.288454+00,2026-06-18 15:05:59.288454+00
6010da2e-6d3a-44e0-9c16-60142627be97,6aa7c75c-0fc8-46f0-8219-84f969510a0e,ed3a6f56-12b3-4f1a-ab83-4744531df4f1,7,19,2026-07-15 21:05:07.755299+00,2026-07-15 21:05:07.755299+00
60791e6e-0e33-47b4-b2b9-e016a0918236,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,b8526be4-5eb8-4f89-b015-699537c368ce,11,5,2026-06-18 05:40:07.580305+00,2026-06-18 05:40:07.580305+00
614aede2-9a9b-47e1-b608-6cfcf954969a,5f39c536-340b-4981-b59a-4a9d7aff9e1e,1114a750-be9a-44a9-8d82-001931ea4466,9,15,2026-07-04 03:49:15.880695+00,2026-07-04 03:49:15.880695+00
618422fc-d670-43be-9050-7bd6fb5c7046,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,1243a746-100c-460a-bf0f-2aadef7332b8,18,4,2026-06-18 05:40:07.580305+00,2026-06-18 05:40:07.580305+00
63387c5d-2f23-4f9e-8815-6ead2e0192f0,aa9754bd-50eb-4785-8698-e56c6d3cb661,b3d06ab8-28c8-4e46-a174-1da15c08949c,23,11,2026-07-12 08:29:29.05563+00,2026-07-12 08:29:29.05563+00
633c607a-334d-4b14-a75e-005e6f3acbfb,27ce4fc5-3de9-4cf0-bfc5-5fa0addb7081,c599dde6-99b1-4e0e-a4cf-2842c8f62162,12,15,2026-07-07 23:10:22.304823+00,2026-07-07 23:10:22.304823+00
646e7ca7-c417-4ac9-a82c-ac669cbed097,318f2b2d-d52a-4102-bd8d-7ab594a40f42,ed3a6f56-12b3-4f1a-ab83-4744531df4f1,2,0,2026-06-18 15:05:59.288454+00,2026-06-18 15:05:59.288454+00
64b2d0a3-48f4-4500-bcf9-2d67eeac3572,318f2b2d-d52a-4102-bd8d-7ab594a40f42,3fe745df-9187-41d7-a785-c3736a7277d7,20,0,2026-06-18 15:05:59.288454+00,2026-06-18 15:05:59.288454+00
657ffdd0-116b-4c4c-9481-47c19adc960f,5b9456a0-db45-445f-87a0-58737bb89313,38120818-5997-43e2-a907-f86000cf4b53,11,13,2026-06-29 08:42:30.839291+00,2026-06-29 08:42:30.839291+00
65b7188a-6bc7-4570-aef5-47a22a2c7f7c,318f2b2d-d52a-4102-bd8d-7ab594a40f42,6f8a0f72-aa76-4252-9486-cc8b95570923,5,0,2026-06-18 15:05:59.288454+00,2026-06-18 15:05:59.288454+00
665ff3a7-85b1-420d-84ab-f8fa7e49e82a,27ce4fc5-3de9-4cf0-bfc5-5fa0addb7081,6df76041-17a2-4c81-b653-82bb7124ee3f,15,14,2026-07-07 23:10:22.304823+00,2026-07-07 23:10:22.304823+00
66bd61f4-c6d1-494c-9e5b-332183d3e60d,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,5e429458-4e6f-4df7-88bd-43977c8f74b1,20,3,2026-06-18 05:40:07.580305+00,2026-06-18 05:40:07.580305+00
6903fd88-353c-4972-a624-ca2f9fdc1e39,318f2b2d-d52a-4102-bd8d-7ab594a40f42,b8526be4-5eb8-4f89-b015-699537c368ce,11,0,2026-06-18 15:05:59.288454+00,2026-06-18 15:05:59.288454+00
694afc15-4281-491d-948f-c6766f118c71,aa9754bd-50eb-4785-8698-e56c6d3cb661,6f8a0f72-aa76-4252-9486-cc8b95570923,26,10,2026-07-12 08:29:29.05563+00,2026-07-12 08:29:29.05563+00
695addd0-9c0c-4ef7-9ab5-4d1958f8b434,5f39c536-340b-4981-b59a-4a9d7aff9e1e,31780afe-855c-4c9d-9cf6-56e3570c00c4,5,17,2026-07-04 03:49:15.880695+00,2026-07-04 03:49:15.880695+00
6f1a5e3e-0d48-40ff-a4d1-39cbda060f6f,5b9456a0-db45-445f-87a0-58737bb89313,b94d44f2-7ae2-41f4-a105-e12b6ec3a572,20,10,2026-06-29 08:42:30.839291+00,2026-06-29 08:42:30.839291+00
6f4cf871-3b8e-4114-9f1d-c6d0f1be2afd,5f39c536-340b-4981-b59a-4a9d7aff9e1e,b94d44f2-7ae2-41f4-a105-e12b6ec3a572,17,12,2026-07-04 03:49:15.880695+00,2026-07-04 03:49:15.880695+00
726c56bb-74ef-4274-94a4-8a7c8826ff93,6aa7c75c-0fc8-46f0-8219-84f969510a0e,b3d06ab8-28c8-4e46-a174-1da15c08949c,23,11,2026-07-15 21:05:07.755299+00,2026-07-15 21:05:07.755299+00
73548216-2e4c-4d7c-8b99-2507b6831a32,318f2b2d-d52a-4102-bd8d-7ab594a40f42,3422f6a8-d289-4ce8-8135-b547ff0f9606,22,0,2026-06-18 15:05:59.288454+00,2026-06-18 15:05:59.288454+00
73df14cd-76ea-46e1-aab3-b72073a9ec60,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,b3d06ab8-28c8-4e46-a174-1da15c08949c,6,5,2026-06-18 05:40:07.580305+00,2026-06-18 05:40:07.580305+00
